<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220307,100600,66414.4609375,70100.0000000,70600.0000000,69900.0000000,18617138
20220307,100700,66414.4609375,70100.0000000,70600.0000000,69900.0000000,18617138
20220308,100100,65846.0156250,69500.0000000,70000.0000000,68700.0000000,15828269
20220308,100200,65846.0156250,69500.0000000,70000.0000000,68700.0000000,15828269
20220308,100300,65846.0156250,69500.0000000,70000.0000000,68700.0000000,15828269
20220308,100400,65846.0156250,69500.0000000,70000.0000000,68700.0000000,15828269
20220308,100500,65846.0156250,69500.0000000,70000.0000000,68700.0000000,15828269
20220308,100600,65846.0156250,69500.0000000,70000.0000000,68700.0000000,15828269
20220308,100700,65846.0156250,69500.0000000,70000.0000000,68700.0000000,15828269
20220310,100100,65846.0156250,69500.0000000,69500.0000000,69500.0000000,0
20220310,100200,65846.0156250,69500.0000000,69500.0000000,69500.0000000,0
20220310,100300,65846.0156250,69500.0000000,69500.0000000,69500.0000000,0
20220310,100400,65846.0156250,69500.0000000,69500.0000000,69500.0000000,0
20220310,100500,65846.0156250,69500.0000000,69500.0000000,69500.0000000,0
20220310,100600,65846.0156250,69500.0000000,69500.0000000,69500.0000000,0
20220310,100700,65846.0156250,69500.0000000,69500.0000000,69500.0000000,0
20220311,100100,66319.7265625,70000.0000000,70700.0000000,69700.0000000,15787655
20220311,100200,66319.7265625,70000.0000000,70700.0000000,69700.0000000,15787655
20220311,100300,66319.7265625,70000.0000000,70700.0000000,69700.0000000,15787655
20220311,100400,66319.7265625,70000.0000000,70700.0000000,69700.0000000,15787655
20220311,100500,66319.7265625,70000.0000000,70700.0000000,69700.0000000,15787655
20220311,100600,66319.7265625,70000.0000000,70700.0000000,69700.0000000,15787655
20220311,100700,66319.7265625,70000.0000000,70700.0000000,69700.0000000,15787655
20220314,100100,66509.1953125,70200.0000000,70200.0000000,69600.0000000,9040993
20220314,100200,66509.1953125,70200.0000000,70200.0000000,69600.0000000,9040993
20220314,100300,66509.1953125,70200.0000000,70200.0000000,69600.0000000,9040993
20220314,100400,66509.1953125,70200.0000000,70200.0000000,69600.0000000,9040993
20220314,100500,66509.1953125,70200.0000000,70200.0000000,69600.0000000,9040993
20220314,100600,66509.1953125,70200.0000000,70200.0000000,69600.0000000,9040993
20220314,100700,66509.1953125,70200.0000000,70200.0000000,69600.0000000,9040993
20220315,100100,66509.1953125,70200.0000000,70200.0000000,70200.0000000,0
20220315,100200,66509.1953125,70200.0000000,70200.0000000,70200.0000000,0
20220315,100300,66509.1953125,70200.0000000,70200.0000000,70200.0000000,0
20220315,100400,66509.1953125,70200.0000000,70200.0000000,70200.0000000,0
20220315,100500,66509.1953125,70200.0000000,70200.0000000,70200.0000000,0
20220315,100600,66509.1953125,70200.0000000,70200.0000000,70200.0000000,0
20220315,100700,66509.1953125,70200.0000000,70200.0000000,70200.0000000,0
20220316,100100,66698.6875000,70400.0000000,70500.0000000,69700.0000000,10175750
20220316,100200,66698.6875000,70400.0000000,70500.0000000,69700.0000000,10175750
20220316,100300,66698.6875000,70400.0000000,70500.0000000,69700.0000000,10175750
20220316,100400,66698.6875000,70400.0000000,70500.0000000,69700.0000000,10175750
20220316,100500,66698.6875000,70400.0000000,70500.0000000,69700.0000000,10175750
20220316,100600,66698.6875000,70400.0000000,70500.0000000,69700.0000000,10175750
20220316,100700,66698.6875000,70400.0000000,70500.0000000,69700.0000000,10175750
20220317,100100,66698.6875000,70400.0000000,70400.0000000,70400.0000000,0
20220317,100200,66698.6875000,70400.0000000,70400.0000000,70400.0000000,0
20220317,100300,66698.6875000,70400.0000000,70400.0000000,70400.0000000,0
20220317,100400,66698.6875000,70400.0000000,70400.0000000,70400.0000000,0
20220317,100500,66698.6875000,70400.0000000,70400.0000000,70400.0000000,0
20220317,100600,66698.6875000,70400.0000000,70400.0000000,70400.0000000,0
20220317,100700,66698.6875000,70400.0000000,70400.0000000,70400.0000000,0
20220318,100100,66982.9218750,70700.0000000,70900.0000000,70200.0000000,14410038
20220318,100200,66982.9218750,70700.0000000,70900.0000000,70200.0000000,14410038
20220318,100300,66982.9218750,70700.0000000,70900.0000000,70200.0000000,14410038
20220318,100400,66982.9218750,70700.0000000,70900.0000000,70200.0000000,14410038
20220318,100500,66982.9218750,70700.0000000,70900.0000000,70200.0000000,14410038
20220318,100600,66982.9218750,70700.0000000,70900.0000000,70200.0000000,14410038
20220318,100700,66982.9218750,70700.0000000,70900.0000000,70200.0000000,14410038
20220321,100100,66224.9843750,69900.0000000,71000.0000000,69900.0000000,11169002
20220321,100200,66224.9843750,69900.0000000,71000.0000000,69900.0000000,11169002
20220321,100300,66224.9843750,69900.0000000,71000.0000000,69900.0000000,11169002
20220321,100400,66224.9843750,69900.0000000,71000.0000000,69900.0000000,11169002
20220321,100500,66224.9843750,69900.0000000,71000.0000000,69900.0000000,11169002
20220321,100600,66224.9843750,69900.0000000,71000.0000000,69900.0000000,11169002
20220321,100700,66224.9843750,69900.0000000,71000.0000000,69900.0000000,11169002
20220322,100100,66603.9375000,70300.0000000,70500.0000000,69900.0000000,9402666
20220322,100200,66603.9375000,70300.0000000,70500.0000000,69900.0000000,9402666
20220322,100300,66603.9375000,70300.0000000,70500.0000000,69900.0000000,9402666
20220322,100400,66603.9375000,70300.0000000,70500.0000000,69900.0000000,9402666
20220322,100500,66603.9375000,70300.0000000,70500.0000000,69900.0000000,9402666
20220322,100600,66603.9375000,70300.0000000,70500.0000000,69900.0000000,9402666
20220322,100700,66603.9375000,70300.0000000,70500.0000000,69900.0000000,9402666
